@RELATION output/svmSM
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE class {music,speech}

@DATA
0.095002,0.060063,3.207655,0.202274,0.224658,0.784138,0.003914,0.150892,-21.757962,2.193634,0.043180,0.232278,0.153975,0.180991,0.044172,-0.136282,-0.145793,0.020863,-0.036053,0.032073,0.021918,0.063894,0.002840,0.045588,0.007199,0.015110,0.007945,0.036174,0.002055,0.007859,0.022392,0.013753,0.005493,0.025628,0.037759,0.021246,0.066512,0.051594,0.031276,0.318210,0.001713,0.101124,0.644820,0.346518,0.284544,0.205615,0.208901,0.200847,0.214805,0.197902,0.195922,0.199356,0.179566,0.177769,0.163782,0.038540,0.002354,0.026952,0.005573,0.014095,0.007409,0.019183,0.002031,0.005840,0.018714,0.009120,0.004036,0.008156,200.000000,0.152259,music
0.061984,0.013093,3.203128,0.153555,0.204264,0.480931,0.004677,0.089644,-25.585209,2.423275,-0.198226,0.257808,0.076448,-0.021972,-0.202738,0.204132,0.259839,0.313866,-0.043319,-0.098261,0.171836,0.027045,0.006433,0.028352,0.008761,0.019646,0.006742,0.038479,0.001991,0.006220,0.028031,0.063802,0.015105,0.032999,0.016160,0.007679,0.079695,0.028816,0.026511,0.181137,0.003942,0.031273,0.987993,0.401199,0.308027,0.266885,0.270247,0.231624,0.240881,0.217821,0.245375,0.243289,0.225529,0.214115,0.174807,0.020775,0.005807,0.019737,0.008176,0.014312,0.006089,0.027780,0.001877,0.006055,0.019577,0.034309,0.012761,0.009893,200.000000,0.093333,music
0.089760,0.014078,3.110874,0.207656,0.230575,0.820620,0.005610,0.132783,-25.080600,1.790314,0.464606,0.313171,0.412591,0.395402,0.445576,0.143077,0.058758,0.019117,-0.179949,0.125182,0.059417,0.029706,0.009592,0.035994,0.008100,0.040255,0.002990,0.050472,0.002214,0.002979,0.019159,0.031970,0.003755,0.029188,0.026902,0.008635,0.193949,0.035834,0.021652,0.316363,0.003629,0.059182,0.782164,0.361181,0.330829,0.283587,0.245745,0.226924,0.253985,0.239211,0.278813,0.253037,0.265232,0.215327,0.190721,0.038599,0.007300,0.031455,0.007462,0.026671,0.002783,0.038831,0.002709,0.002367,0.016744,0.024546,0.003829,0.009594,200.000000,0.099269,music
0.096086,0.018975,3.196873,0.190085,0.210913,1.035376,0.003971,0.165971,-23.211554,1.433345,0.129466,0.396765,-0.117480,0.512646,0.068254,0.330683,0.114583,0.151744,-0.155083,-0.188798,-0.037731,0.023128,0.004533,0.050722,0.010792,0.016995,0.003744,0.019885,0.002242,0.003809,0.027938,0.038209,0.005970,0.024085,0.022298,0.006800,0.116356,0.028096,0.023973,0.243630,0.001971,0.033357,0.648015,0.264840,0.237370,0.239890,0.191325,0.208530,0.225056,0.204578,0.216768,0.188485,0.196960,0.180418,0.164048,0.015635,0.004196,0.030790,0.007393,0.012406,0.002953,0.015144,0.002034,0.002716,0.018437,0.021141,0.004537,0.006613,133.333333,0.128440,music
0.100308,0.019824,3.145060,0.190908,0.207286,0.690268,0.005686,0.164066,-24.206772,2.503753,-0.343772,-0.252124,-0.360916,-0.162587,-0.217588,-0.073948,0.022635,0.051303,0.018514,-0.232236,-0.021094,0.019043,0.008078,0.029677,0.018720,0.015918,0.009022,0.013871,0.002129,0.017020,0.027347,0.023668,0.009007,0.019717,0.057387,0.014532,0.144838,0.064802,0.037138,0.435809,0.003933,0.138386,1.201879,0.370663,0.333314,0.270527,0.285800,0.221153,0.270883,0.262973,0.215530,0.283215,0.226861,0.224618,0.199139,0.018321,0.009804,0.025422,0.015698,0.013059,0.007488,0.011012,0.002347,0.015152,0.025083,0.017104,0.008175,0.008221,200.000000,0.088745,music
0.084946,0.026902,3.229982,0.134196,0.149413,0.670354,0.006652,0.124267,-23.745021,1.816778,-0.804122,0.133215,-0.125307,-0.147052,-0.369286,0.144390,-0.040393,-0.330125,-0.058128,-0.031855,-0.075696,0.011169,0.017209,0.016829,0.019975,0.014021,0.014381,0.019960,0.001568,0.007831,0.009717,0.012152,0.008756,0.018385,0.013442,0.012514,0.057485,0.018847,0.025160,0.221633,0.003821,0.028541,0.546430,0.347120,0.284323,0.280217,0.246097,0.273303,0.264280,0.267124,0.249799,0.244943,0.253975,0.238102,0.213048,0.009268,0.012843,0.011699,0.017860,0.015674,0.014066,0.016850,0.001765,0.007434,0.009514,0.012701,0.009345,0.008526,133.333333,0.079570,music
0.075422,0.010189,3.209850,0.141256,0.175163,0.650501,0.004987,0.110106,-25.561989,2.439254,-0.468303,0.130622,-0.278584,0.120634,0.094109,-0.031276,-0.146204,0.003461,0.057590,0.020095,-0.007696,0.020514,0.004673,0.023633,0.010929,0.026368,0.013784,0.057993,0.003335,0.009299,0.012079,0.028545,0.009242,0.024122,0.013590,0.005299,0.062419,0.019610,0.023970,0.182648,0.002117,0.024176,0.771194,0.347885,0.238578,0.207990,0.204168,0.214017,0.199912,0.227754,0.254434,0.227523,0.205764,0.188180,0.180667,0.015653,0.004633,0.015835,0.007809,0.019754,0.012076,0.034736,0.002983,0.008506,0.009481,0.019966,0.009163,0.008485,240.000000,0.107296,music
0.098679,0.014296,3.067806,0.194253,0.210927,0.836652,0.008162,0.154501,-25.379711,2.076298,-0.178369,-0.098737,-0.201375,-0.051308,0.005274,0.013976,0.044942,-0.018681,-0.027316,-0.011169,-0.094599,0.018695,0.010085,0.023867,0.014376,0.021065,0.014309,0.027063,0.004818,0.010283,0.015124,0.022368,0.007989,0.018624,0.052088,0.013000,0.230013,0.057243,0.030558,0.456112,0.004486,0.114073,1.631681,0.597502,0.582677,0.382006,0.358034,0.274820,0.312023,0.254540,0.247344,0.220218,0.221006,0.208858,0.209894,0.020912,0.012491,0.022361,0.014077,0.020023,0.013871,0.023815,0.006186,0.011487,0.013020,0.021607,0.008700,0.008982,171.428571,0.101251,speech
0.100564,0.006701,3.036154,0.211444,0.233237,0.724793,0.009171,0.157051,-28.332886,2.453654,0.376037,0.303330,-0.182564,0.104423,0.018284,0.130839,0.099336,0.073371,0.045246,0.082031,-0.012631,0.014928,0.005740,0.070651,0.011164,0.026925,0.019115,0.030270,0.001433,0.007593,0.009790,0.028410,0.004668,0.028684,0.076326,0.006745,0.257828,0.088070,0.038567,0.583714,0.006165,0.164144,2.016004,0.716035,0.545185,0.305893,0.333064,0.256396,0.295096,0.227593,0.243310,0.224716,0.201715,0.182973,0.182821,0.014591,0.009000,0.055620,0.014538,0.023862,0.017728,0.024017,0.001855,0.010118,0.009076,0.025671,0.005350,0.013045,171.428571,0.093580,speech
0.094544,0.007017,2.897968,0.208527,0.212670,0.836890,0.015674,0.165835,-27.213463,1.188454,0.058905,-0.141579,-0.341557,0.356875,-0.143794,0.112596,0.065851,0.059176,0.038935,-0.107328,-0.049164,0.005555,0.004294,0.049730,0.005125,0.004395,0.028550,0.152506,0.001698,0.002773,0.006053,0.010529,0.004652,0.048190,0.070043,0.006430,0.285375,0.083041,0.043010,0.512033,0.011524,0.150538,1.673303,0.681488,0.662845,0.543656,0.421089,0.362757,0.293706,0.291224,0.253509,0.266751,0.253479,0.262876,0.259237,0.007548,0.006347,0.047348,0.008458,0.005367,0.027430,0.106422,0.003005,0.004455,0.009546,0.012394,0.008245,0.026072,240.000000,0.094472,speech
0.153601,0.002382,3.038882,0.247568,0.233675,1.244299,0.006924,0.250481,-28.412613,1.392211,-0.252716,-0.170627,-0.474478,0.062721,-0.244367,-0.024234,-0.005730,0.055604,0.054510,0.025430,-0.029475,0.009770,0.006619,0.017918,0.010861,0.008293,0.015775,0.031772,0.003913,0.014035,0.017488,0.019706,0.007783,0.017366,0.076507,0.003903,0.292883,0.067758,0.031098,0.613035,0.004389,0.164728,1.623047,0.608578,0.597078,0.462530,0.337384,0.272057,0.260520,0.226819,0.223113,0.200078,0.207593,0.192229,0.203404,0.010870,0.008212,0.015776,0.014945,0.009589,0.016249,0.031308,0.005660,0.018582,0.015899,0.018435,0.010150,0.009176,240.000000,0.089899,speech
0.129921,0.003994,2.943970,0.243403,0.237021,0.983116,0.008870,0.204206,-28.526563,1.431015,0.170948,-0.139316,-0.268996,0.028689,-0.158233,-0.077895,-0.004977,0.160641,0.080385,0.165680,0.032018,0.007172,0.003158,0.033849,0.005480,0.010175,0.033738,0.099510,0.004201,0.007909,0.008765,0.014066,0.008230,0.034993,0.083404,0.006887,0.289578,0.080466,0.039467,0.571880,0.006090,0.171092,2.082342,0.526271,0.586095,0.445261,0.332478,0.246647,0.290459,0.244629,0.243039,0.193139,0.193157,0.178794,0.178246,0.009141,0.004168,0.036841,0.006266,0.011558,0.028031,0.084644,0.007734,0.012568,0.010146,0.012706,0.012638,0.021334,200.000000,0.092255,speech
0.085287,0.036650,3.040461,0.172627,0.175389,0.853559,0.012980,0.159790,-24.427584,1.152749,0.028224,0.005599,-0.113160,0.190000,-0.256841,0.028411,-0.155216,-0.039206,-0.088977,-0.021071,-0.120729,0.018729,0.005383,0.022423,0.012960,0.015836,0.012183,0.086372,0.003581,0.007560,0.013909,0.017415,0.005970,0.036185,0.046844,0.029401,0.346232,0.046981,0.032359,0.449027,0.008465,0.093424,2.471608,0.815803,0.761877,0.562551,0.419528,0.407638,0.343092,0.308732,0.301466,0.309639,0.344271,0.334294,0.313438,0.026774,0.008131,0.026590,0.018966,0.021985,0.018662,0.095290,0.005781,0.011310,0.019092,0.019496,0.009864,0.023894,150.000000,0.091753,speech
0.096470,0.043734,3.012232,0.175746,0.177318,0.976732,0.012969,0.164090,-24.922254,0.930450,0.141332,0.178489,-0.264489,0.214245,-0.056190,0.172490,-0.029363,0.148132,-0.136333,0.052604,-0.125407,0.010224,0.009057,0.021054,0.008457,0.016501,0.009042,0.099704,0.003389,0.007714,0.009628,0.016964,0.006049,0.037081,0.051690,0.042918,0.357413,0.037585,0.040447,0.470742,0.009127,0.089924,2.986293,0.839220,0.785328,0.563988,0.531498,0.387421,0.410502,0.325956,0.311065,0.295794,0.338088,0.337216,0.326573,0.014818,0.015552,0.023233,0.012008,0.020039,0.013954,0.100074,0.006202,0.012893,0.013820,0.022106,0.009594,0.024746,200.000000,0.094433,speech
0.080417,0.007770,2.957691,0.187117,0.213713,0.688660,0.014015,0.126947,-27.291877,1.550658,-0.220235,-0.068148,-0.243132,0.226785,0.192194,0.080238,0.079882,0.088678,-0.094217,0.154622,-0.045258,0.003985,0.005098,0.053741,0.012321,0.009303,0.027562,0.129184,0.005308,0.004044,0.005071,0.009888,0.003025,0.044056,0.056456,0.007833,0.262802,0.059348,0.038392,0.444138,0.010740,0.112284,2.032499,0.545410,0.564625,0.424924,0.395790,0.281904,0.299993,0.287312,0.270347,0.223123,0.229827,0.198694,0.201931,0.005083,0.007762,0.050503,0.017078,0.011087,0.027455,0.096366,0.009643,0.007107,0.006930,0.009844,0.004107,0.023677,240.000000,0.089953,speech
0.166425,0.023179,3.052754,0.258903,0.233889,1.403305,0.006670,0.300396,-27.673709,1.122644,-0.274999,-0.176975,-0.216226,0.056237,-0.129015,-0.044315,0.093427,0.047477,0.032230,0.085549,0.011515,0.009890,0.006887,0.020934,0.009205,0.011461,0.017956,0.032336,0.005461,0.008620,0.011981,0.012949,0.006535,0.016183,0.090177,0.036332,0.301583,0.078168,0.033358,0.601410,0.004796,0.180588,2.719660,0.875638,0.693403,0.462375,0.426477,0.344368,0.316182,0.289095,0.254010,0.224938,0.221241,0.196786,0.181503,0.012565,0.006209,0.020470,0.010209,0.013539,0.018690,0.031775,0.008902,0.010961,0.013133,0.010465,0.007770,0.009960,200.000000,0.084726,speech
0.163758,0.009846,3.004922,0.233764,0.199147,1.528334,0.007482,0.250421,-26.067807,0.161521,-0.154559,-0.834418,-0.789353,0.082910,-0.152427,0.367504,0.063732,0.087439,-0.204046,0.073098,-0.036216,0.011579,0.010957,0.015887,0.013360,0.009257,0.008739,0.007723,0.002334,0.003771,0.007625,0.009512,0.007867,0.011352,0.054902,0.014456,0.307809,0.045858,0.026631,0.480926,0.005239,0.088507,1.499413,0.591883,0.600708,0.461824,0.407308,0.333393,0.304239,0.282226,0.285632,0.258754,0.264655,0.233091,0.216632,0.016028,0.012170,0.018275,0.017571,0.011490,0.008830,0.006655,0.002218,0.003737,0.011854,0.011310,0.011529,0.008235,240.000000,0.092012,speech
0.155010,0.012381,3.079261,0.229707,0.197302,1.499694,0.007761,0.249685,-26.281755,0.238691,-0.268486,-0.695302,-0.702402,0.154308,-0.153822,0.317978,0.025236,-0.015536,-0.159290,0.055411,-0.008639,0.015113,0.013988,0.017760,0.014042,0.009672,0.010272,0.010398,0.003709,0.002861,0.005003,0.007568,0.006309,0.013827,0.058745,0.012644,0.279621,0.044852,0.027333,0.451577,0.004599,0.101372,1.342043,0.608415,0.559369,0.450537,0.380547,0.335358,0.284752,0.264067,0.268856,0.273788,0.251976,0.249482,0.238362,0.019224,0.018769,0.022550,0.019216,0.013262,0.011560,0.012419,0.004743,0.002751,0.006926,0.007879,0.008403,0.009411,200.000000,0.079262,speech
0.151827,0.001392,3.129176,0.259511,0.250835,1.179160,0.005026,0.255267,-29.037706,1.821408,-0.121073,-0.060123,-0.302137,-0.042365,-0.150807,-0.035560,0.060153,0.050693,-0.022265,0.106126,0.102884,0.011827,0.006247,0.024666,0.013010,0.017120,0.029777,0.020925,0.003648,0.009469,0.013988,0.020130,0.006933,0.015912,0.067058,0.002133,0.160219,0.056253,0.024265,0.502702,0.003029,0.149289,1.241052,0.388350,0.491889,0.343120,0.366154,0.255190,0.254027,0.229828,0.210214,0.198392,0.204210,0.166636,0.175427,0.010170,0.007454,0.017353,0.013791,0.014737,0.022349,0.015786,0.005158,0.009425,0.013203,0.015198,0.007371,0.007536,150.000000,0.078677,speech
0.150445,0.002958,3.025973,0.244682,0.227444,1.175554,0.009103,0.249627,-28.564320,1.469229,-0.136946,-0.313547,-0.274739,0.109301,-0.219123,-0.112520,0.009416,-0.029969,-0.045228,-0.011243,-0.055177,0.014732,0.007538,0.019737,0.015363,0.016340,0.020547,0.018307,0.004145,0.012372,0.010325,0.019554,0.011780,0.018848,0.092155,0.005180,0.310314,0.078695,0.029727,0.665919,0.006075,0.174617,1.683058,0.648471,0.696232,0.491494,0.361115,0.313736,0.251870,0.292522,0.293396,0.288294,0.296624,0.277970,0.323469,0.020507,0.010040,0.017409,0.022128,0.021339,0.020546,0.016736,0.006147,0.021200,0.012907,0.018644,0.017325,0.010640,240.000000,0.105749,speech
0.174364,0.004617,2.972262,0.264619,0.221323,1.204750,0.010198,0.279591,-27.957796,1.488518,-0.137101,-0.507816,-0.365529,0.110258,-0.256646,-0.076860,0.043185,-0.082091,-0.045843,-0.034674,-0.110388,0.015714,0.008907,0.019958,0.013281,0.011701,0.015175,0.013774,0.004656,0.012143,0.009571,0.016358,0.013124,0.018194,0.124794,0.007310,0.329292,0.102376,0.031282,0.704697,0.006798,0.204131,1.843959,0.709637,0.701482,0.491232,0.443040,0.350722,0.295475,0.326778,0.306183,0.323141,0.345490,0.323852,0.350821,0.021082,0.013296,0.022153,0.019745,0.017689,0.020090,0.015662,0.008163,0.019670,0.013050,0.020459,0.021354,0.011592,300.000000,0.104492,speech
0.118612,0.054163,3.097373,0.213965,0.198629,1.095284,0.012607,0.212753,-23.894222,1.409732,0.441119,0.086745,-0.073484,0.225585,0.069277,0.043348,-0.044654,0.060968,-0.095640,0.056283,-0.099736,0.014866,0.004955,0.035739,0.010940,0.027443,0.010875,0.030893,0.003751,0.005688,0.015875,0.027411,0.006281,0.027722,0.090624,0.033212,0.297946,0.080649,0.033139,0.618816,0.009442,0.157648,2.150532,0.892161,0.766293,0.564166,0.526045,0.416411,0.391436,0.393228,0.355749,0.358706,0.324527,0.317959,0.300002,0.022135,0.009140,0.039599,0.016647,0.032738,0.016054,0.035328,0.006054,0.008409,0.021963,0.032728,0.012090,0.014023,240.000000,0.110442,speech
0.106648,0.061790,3.082131,0.208663,0.205374,0.945045,0.012697,0.187864,-24.172793,1.675746,0.517855,0.109042,0.184443,0.357176,0.158238,0.154745,-0.121458,-0.010912,-0.107454,0.065082,-0.089810,0.014295,0.003613,0.030025,0.012389,0.034028,0.010835,0.040747,0.002772,0.004234,0.017476,0.031797,0.003550,0.028741,0.074487,0.044175,0.333636,0.067339,0.034651,0.581082,0.009338,0.139518,2.667832,0.888443,0.667863,0.505758,0.538994,0.387472,0.364737,0.332515,0.296865,0.317432,0.297691,0.273122,0.272373,0.021038,0.006713,0.034671,0.018137,0.036488,0.015728,0.042401,0.004870,0.006760,0.024303,0.036656,0.005643,0.013728,150.000000,0.088843,speech
0.128527,0.034929,3.104582,0.239249,0.214250,1.155076,0.009496,0.234087,-25.031382,1.412537,0.746983,0.213986,-0.017207,0.359425,0.192163,0.118147,-0.059605,0.005008,-0.066010,0.020440,-0.079522,0.015628,0.003541,0.032294,0.009381,0.032724,0.009776,0.042122,0.002259,0.003485,0.017227,0.028917,0.003451,0.028774,0.087707,0.025549,0.254816,0.083272,0.034629,0.632638,0.006646,0.172576,2.213966,0.842676,0.786554,0.431359,0.502637,0.373536,0.372700,0.325737,0.291335,0.282889,0.290022,0.260909,0.276392,0.021965,0.005162,0.036865,0.013399,0.034552,0.013300,0.041080,0.003935,0.005124,0.024793,0.031864,0.005413,0.013424,200.000000,0.086548,speech
0.132530,0.054165,3.004042,0.243926,0.221278,1.040854,0.014285,0.241773,-24.644254,1.639700,0.762930,-0.136629,0.050504,0.238119,0.162505,0.140054,0.027141,0.041596,-0.113805,0.053092,-0.094806,0.016712,0.004977,0.058771,0.012817,0.026918,0.007312,0.042499,0.002307,0.003638,0.013021,0.026261,0.004817,0.031945,0.120077,0.042561,0.367115,0.112849,0.038588,0.724365,0.012162,0.213865,3.192658,0.911107,0.811249,0.584552,0.493560,0.449550,0.381398,0.321482,0.353468,0.283398,0.302744,0.299898,0.315237,0.027097,0.008823,0.062961,0.020797,0.035344,0.009772,0.050075,0.003906,0.005465,0.020006,0.030751,0.008650,0.018115,240.000000,0.096712,speech
0.164150,0.002341,3.080172,0.258643,0.242300,1.365948,0.005633,0.286721,-28.826681,1.252084,-0.386474,-0.195729,-0.439546,-0.046779,-0.132146,-0.043848,0.012139,0.098837,0.080726,0.073468,-0.007866,0.009078,0.006559,0.019372,0.010105,0.010138,0.021393,0.034173,0.006523,0.010603,0.010563,0.014547,0.006970,0.016182,0.072059,0.003780,0.233082,0.066670,0.035145,0.500532,0.003511,0.165995,2.041801,0.465911,0.497320,0.380201,0.349380,0.308749,0.317426,0.236537,0.242106,0.198712,0.225984,0.222819,0.197674,0.010180,0.007720,0.015973,0.012792,0.011334,0.017752,0.030275,0.009482,0.012617,0.010106,0.011454,0.008604,0.008140,300.000000,0.081433,speech
0.156773,0.001988,3.068795,0.262193,0.258005,1.257427,0.004091,0.265597,-27.693883,1.661559,-0.298673,0.097176,-0.177851,-0.108055,-0.158997,0.033536,-0.052277,0.151682,-0.031250,0.169307,0.083032,0.009646,0.005847,0.028016,0.011623,0.014327,0.023502,0.043977,0.003277,0.009947,0.010907,0.019199,0.005223,0.017333,0.052646,0.002709,0.218474,0.047441,0.023515,0.426652,0.002240,0.142523,1.100662,0.334277,0.341355,0.277973,0.302241,0.212779,0.227387,0.189738,0.233628,0.157966,0.177455,0.161654,0.149771,0.007586,0.005505,0.016464,0.010821,0.010537,0.019919,0.037133,0.003178,0.009416,0.008615,0.010202,0.004506,0.009780,300.000000,0.091442,speech
0.118856,0.014114,2.872460,0.206810,0.204701,0.891979,0.012729,0.191904,-27.187381,1.946045,0.151634,-0.180102,-0.055147,-0.012150,-0.098742,-0.105644,-0.074342,0.019574,-0.152326,0.093320,-0.024809,0.012526,0.005864,0.016469,0.010366,0.014186,0.025777,0.044435,0.004177,0.011317,0.021519,0.017715,0.004264,0.021786,0.097762,0.015660,0.484983,0.100932,0.051662,0.661179,0.008527,0.178385,3.169614,0.999794,0.792993,0.517470,0.468217,0.383434,0.301164,0.280883,0.267265,0.261650,0.226158,0.235900,0.221273,0.015529,0.008175,0.019746,0.012272,0.015186,0.034834,0.035972,0.006679,0.015801,0.021608,0.018399,0.005578,0.012409,200.000000,0.096135,speech
0.078804,0.044413,2.986404,0.157110,0.167953,0.738408,0.016191,0.143485,-24.484786,1.312952,0.123779,-0.464291,-0.071593,0.237202,-0.073998,0.244417,-0.082933,-0.001207,-0.147292,-0.017874,-0.061796,0.014713,0.009136,0.019986,0.015381,0.019546,0.011994,0.075905,0.004255,0.006394,0.009197,0.017164,0.010986,0.033207,0.036144,0.041973,0.356344,0.032358,0.034037,0.407010,0.009363,0.080420,2.724936,0.938556,1.037020,0.705761,0.498802,0.438989,0.349860,0.311894,0.330909,0.321991,0.366210,0.348511,0.347505,0.020204,0.014925,0.021496,0.023785,0.020882,0.017490,0.098143,0.008083,0.011494,0.013840,0.021199,0.017562,0.023342,240.000000,0.092081,speech
0.113000,0.027992,2.904720,0.202638,0.213795,0.761950,0.013967,0.172424,-26.424072,2.463787,0.210044,0.052363,-0.179022,-0.027859,0.176012,0.077184,-0.017257,0.079536,-0.090692,0.064195,-0.006606,0.013264,0.005105,0.025422,0.018452,0.034842,0.018832,0.037565,0.002859,0.007608,0.016392,0.017674,0.007197,0.022673,0.109342,0.031517,0.418608,0.108144,0.042875,0.746427,0.009762,0.205113,2.846470,1.040527,0.811495,0.428568,0.483453,0.337027,0.357504,0.254645,0.284750,0.237359,0.227614,0.202589,0.205368,0.015147,0.007923,0.024871,0.020705,0.029391,0.019897,0.037224,0.005760,0.011453,0.017921,0.020021,0.011874,0.011831,240.000000,0.121331,speech
0.123846,0.056741,3.042280,0.235723,0.216433,1.072529,0.013222,0.217548,-24.439393,1.469643,0.664591,0.004140,0.068065,0.339915,0.162414,0.060299,0.022284,0.001293,-0.022442,0.040386,-0.088216,0.013616,0.004396,0.036789,0.010757,0.030693,0.008889,0.036262,0.002938,0.005344,0.016533,0.028442,0.003491,0.027143,0.086536,0.040609,0.339294,0.083402,0.033513,0.661924,0.010437,0.170802,2.753878,0.997573,0.898031,0.553591,0.515327,0.392486,0.373485,0.341505,0.320444,0.315520,0.300068,0.297182,0.292736,0.020691,0.007598,0.042752,0.017219,0.035520,0.014188,0.038695,0.004928,0.007594,0.021950,0.035942,0.005886,0.014212,200.000000,0.089583,speech
0.113265,0.059424,3.051611,0.219937,0.207670,0.967193,0.014153,0.197076,-24.432374,1.602290,0.584677,0.039086,0.038502,0.290228,0.177627,0.100237,0.042540,0.030814,-0.062620,0.036023,-0.150531,0.015854,0.004682,0.038326,0.011252,0.025472,0.006790,0.050112,0.003135,0.005332,0.017486,0.027687,0.003910,0.029523,0.091354,0.044793,0.375359,0.090467,0.037793,0.633325,0.012872,0.167111,3.065487,0.978504,0.982554,0.525029,0.531480,0.429807,0.358632,0.339890,0.296818,0.278092,0.274722,0.285834,0.296482,0.023571,0.007920,0.043966,0.020050,0.030979,0.008830,0.056399,0.005672,0.008328,0.023176,0.032595,0.006377,0.016488,240.000000,0.096311,speech
0.101267,0.004106,2.906757,0.211612,0.223650,0.852320,0.011764,0.154529,-28.233786,1.329817,0.091071,0.034473,-0.326806,0.228395,-0.081123,0.045796,-0.019586,0.171411,0.009969,0.199566,0.029445,0.004999,0.003450,0.045791,0.006342,0.009948,0.028176,0.131948,0.004520,0.005159,0.008818,0.010226,0.004040,0.042650,0.068191,0.005857,0.295296,0.070395,0.043476,0.529710,0.007926,0.144642,2.127854,0.640333,0.671909,0.403482,0.407586,0.336212,0.324426,0.257704,0.264940,0.210946,0.213291,0.202544,0.188813,0.005765,0.005136,0.048400,0.008719,0.012092,0.026026,0.101559,0.009050,0.008355,0.012930,0.010170,0.006174,0.025982,150.000000,0.085106,speech
0.105052,0.034144,2.969054,0.206477,0.212047,0.943488,0.011172,0.179667,-24.871874,1.859669,0.544960,0.241253,-0.188022,-0.019421,0.209260,-0.084222,0.017997,0.071208,-0.060021,0.057655,-0.011217,0.013913,0.004424,0.044040,0.020093,0.029745,0.015760,0.027956,0.003062,0.008223,0.016630,0.018115,0.005405,0.024504,0.075702,0.034124,0.366159,0.076528,0.035256,0.649641,0.007054,0.155776,2.573956,0.853719,0.722014,0.475342,0.494732,0.315830,0.348813,0.265495,0.277354,0.228778,0.237750,0.206285,0.209550,0.019225,0.006762,0.044213,0.026924,0.028568,0.021664,0.025996,0.004782,0.010600,0.017519,0.019951,0.008693,0.013020,200.000000,0.112903,speech
